# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "featureGenecount.txt" "SRR10551657.fastqAligned.out.sorted.bam" "SRR10551658.fastqAligned.out.sorted.bam" "SRR10551659.fastqAligned.out.sorted.bam" "SRR10551660.fastqAligned.out.sorted.bam" "SRR10551661.fastqAligned.out.sorted.bam" "SRR10551662.fastqAligned.out.sorted.bam" "SRR10551663.fastqAligned.out.sorted.bam" "SRR10551664.fastqAligned.out.sorted.bam" "SRR10551665.fastqAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657.fastqAligned.out.sorted.bam	SRR10551658.fastqAligned.out.sorted.bam	SRR10551659.fastqAligned.out.sorted.bam	SRR10551660.fastqAligned.out.sorted.bam	SRR10551661.fastqAligned.out.sorted.bam	SRR10551662.fastqAligned.out.sorted.bam	SRR10551663.fastqAligned.out.sorted.bam	SRR10551664.fastqAligned.out.sorted.bam	SRR10551665.fastqAligned.out.sorted.bam
YOR066W	NC_001147.6	449436	451325	+	1890	100	60	64	129	119	48	135	143	126
YOR067C	NC_001147.6	451729	453462	-	1734	40	27	28	215	113	132	164	199	170
YOR069W	NC_001147.6	453768	455795	+	2028	66	49	48	75	105	41	44	65	54
YOR068C	NC_001147.6	453869	454213	-	345	0	0	0	0	0	0	0	0	0
YOR070C	NC_001147.6	455907	457820	-	1914	82	47	75	107	96	62	106	127	102
YOR071C	NC_001147.6	459480	461276	-	1797	30	20	16	48	26	20	69	58	74
YOR072W	NC_001147.6	461502	461816	+	315	5	1	2	2	1	1	9	4	5
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	0	0	0	0	0	0	0	0	0
YOR072W-B	NC_001147.6	464469	464630	+	162	1	0	3	0	0	0	0	0	0
YOR073W	NC_001147.6	464771	466543	+	1773	47	44	25	39	51	11	18	28	17
YOR074C	NC_001147.6	466675	467589	-	915	44	33	28	62	50	22	20	15	27
YOR075W	NC_001147.6	468212	469252	+	1041	118	97	89	149	164	31	49	77	97
YOR076C	NC_001147.6	469377	471620	-	2244	62	43	49	131	71	24	76	94	95
YOR077W	NC_001147.6	471899	472597	+	699	10	10	4	20	16	11	8	16	20
YOR078W	NC_001147.6	472725	473369	+	645	101	58	68	90	170	14	23	39	44
YOR079C	NC_001147.6	473475	474416	-	942	9	13	10	49	32	41	34	26	30
YOR080W	NC_001147.6	474594	476792	+	2199	60	55	60	77	82	24	50	49	88
YOR081C	NC_001147.6	476939	479188	-	2250	59	36	31	42	54	32	109	110	87
YOR083W	NC_001147.6	479533	480420	+	888	43	30	28	20	32	4	21	29	30
YOR084W	NC_001147.6	480587	481750	+	1164	39	33	43	31	36	25	19	28	20
YOR085W	NC_001147.6	482033	483085	+	1053	181	110	143	344	264	208	232	258	228
YOR086C	NC_001147.6	483219	486779	-	3561	935	600	742	885	766	435	808	917	931
YNCO0018W	NC_001147.6	487439	487512	+	74	0	0	0	0	0	0	0	0	0
YOR087W	NC_001147.6	487707	489734	+	2028	46	49	41	134	80	55	62	68	72
YOR089C	NC_001147.6	490196	490828	-	633	446	307	355	373	492	104	241	345	332
YOR090C	NC_001147.6	491123	492841	-	1719	64	58	48	118	97	66	144	120	150
YOR091W	NC_001147.6	493433	494470	+	1038	73	58	74	54	81	26	69	74	70
YOR092W	NC_001147.6	495127	496968	+	1842	323	207	280	177	159	99	726	769	612
YOR093C	NC_001147.6	497506	502452	-	4947	45	48	23	167	86	91	151	206	192
YOR094W	NC_001147.6	502795	503346	+	552	38	27	23	80	66	15	35	42	44
YOR095C	NC_001147.6	503552	504328	-	777	43	22	12	103	46	53	17	18	24
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	301	207	179	827	429	426	215	269	268
YOR097C	NC_001147.6	506978	507505	-	528	62	42	53	97	82	36	68	82	75
YOR098C	NC_001147.6	507948	511178	-	3231	193	107	122	173	140	119	212	246	209
YOR099W	NC_001147.6	511825	513006	+	1182	318	211	240	715	417	501	443	507	452
YOR100C	NC_001147.6	513295	514278	-	984	27	20	21	40	49	39	103	95	84
YOR101W	NC_001147.6	515244	516173	+	930	17	15	14	51	51	21	19	28	33
YOR103C	NC_001147.6	516449	516841	-	393	157	84	109	171	177	88	88	113	102
YOR104W	NC_001147.6	517642	518490	+	849	35	21	26	39	50	14	9	17	17
YOR105W	NC_001147.6	518195	518521	+	327	0	1	0	0	3	0	1	0	0
YOR106W	NC_001147.6	519121	519972	+	852	80	69	67	66	80	23	42	66	72
YOR107W	NC_001147.6	521353	522282	+	930	68	49	46	93	79	29	147	172	135
YOR108W	NC_001147.6	523027	524841	+	1815	71	49	53	56	35	34	35	38	41
YOR109W	NC_001147.6	525278	528601	+	3324	102	67	66	133	91	93	175	217	204
YOR110W	NC_001147.6	528941	530248	+	1308	66	61	48	100	93	34	53	76	48
YOR111W	NC_001147.6	530429	531127	+	699	33	22	19	88	69	35	29	49	44
YOR112W	NC_001147.6	531508	533793	+	2286	60	24	33	80	45	28	55	59	69
YOR113W	NC_001147.6	534075	536819	+	2745	136	91	88	110	157	50	200	217	234
YOR114W	NC_001147.6	537570	538454	+	885	28	22	35	46	33	17	22	25	16
YOR115C	NC_001147.6	538659	539465	-	807	64	40	36	147	115	47	50	54	71
YOR116C	NC_001147.6	539763	544145	-	4383	98	60	68	286	208	252	364	362	392
YOR117W	NC_001147.6	545029	546333	+	1305	382	270	304	480	300	261	251	284	246
YOR118W	NC_001147.6	546857	548560	+	1704	121	89	117	162	142	76	122	152	168
YOR119C	NC_001147.6	548792	550246	-	1455	176	122	149	118	147	42	85	101	97
YOR120W	NC_001147.6	551114	552052	+	939	395	315	397	436	440	211	469	612	544
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	551	356	391	550	496	310	430	524	491
YOR123C	NC_001147.6	553176	554570	-	1395	339	286	285	198	368	58	126	193	204
YOR124C	NC_001147.6	554824	558642	-	3819	484	387	414	372	356	135	392	474	472
YOR125C	NC_001147.6	559030	559731	-	702	146	105	130	145	130	72	103	144	147
YOR126C	NC_001147.6	559961	560677	-	717	45	31	29	31	21	17	29	42	33
YOR127W	NC_001147.6	561170	564193	+	3024	97	66	71	104	102	60	151	169	191
YOR128C	NC_001147.6	564476	566191	-	1716	134	84	107	333	192	141	92	85	105
YOR129C	NC_001147.6	566877	569558	-	2682	32	15	9	43	35	33	62	62	76
YOR130C	NC_001147.6	569929	570807	-	879	53	36	28	88	77	54	43	56	47
YNCO0019W	NC_001147.6	571958	572029	+	72	6	5	5	4	1	1	0	0	1
YOR131C	NC_001147.6	572182	572838	-	657	103	69	90	68	90	32	33	37	37
YOR132W	NC_001147.6	573175	574830	+	1656	200	135	152	111	102	41	101	111	103
YOR133W	NC_001147.6	575098	577626	+	2529	83	69	76	128	68	108	85	94	73
YOR134W	NC_001147.6	578564	579793	+	1230	52	39	29	33	39	25	10	31	25
YOR136W	NC_001147.6	580250	581359	+	1110	1589	1063	1269	1889	1522	1030	613	727	682
YOR137C	NC_001147.6	581813	583681	-	1869	103	59	57	119	99	95	162	190	164
YOR138C	NC_001147.6	584309	586324	-	2016	125	75	109	148	150	102	120	157	129
YOR140W	NC_001147.6	586981	589281	+	2301	54	53	48	57	69	49	123	129	137
YOR141C	NC_001147.6	589942	592587	-	2646	207	127	149	280	202	98	147	188	183
YOR142W	NC_001147.6	593057	594046	+	990	315	211	236	805	501	494	370	398	347
YNCO0020C	NC_001147.6	594354	594425	-	72	59	40	39	28	27	23	18	17	19
YOR142W-B	NC_001147.6	595112	600380	+	5269	0	1	0	0	0	0	0	0	0
YOR142W-A	NC_001147.6	595112	596434	+	1323	0	0	0	0	0	0	0	0	0
YOR143C	NC_001147.6	601383	602342	-	960	33	31	23	125	88	44	37	43	53
YOR144C	NC_001147.6	602717	605092	-	2376	24	15	17	73	44	32	35	50	45
YOR145C	NC_001147.6	605347	606171	-	825	117	77	73	196	159	65	113	157	140
YOR147W	NC_001147.6	606607	608475	+	1869	270	183	238	363	307	132	146	223	209
YOR148C	NC_001147.6	608640	609197	-	558	120	102	100	122	195	64	201	268	257
YOR149C	NC_001147.6	609838	611388	-	1551	43	18	16	78	41	53	64	75	81
YOR150W	NC_001147.6	611999	612490	+	492	152	110	137	168	150	91	112	137	122
YOR151C	NC_001147.6	612997	616671	-	3675	294	221	249	567	366	314	304	343	361
YOR152C	NC_001147.6	617518	618288	-	771	111	92	78	83	77	58	71	91	71
YOR153W	NC_001147.6	619840	624375	+	4536	411	282	325	1509	795	979	520	506	532
YOR154W	NC_001147.6	624729	626492	+	1764	66	44	30	140	111	73	113	157	172
YOR155C	NC_001147.6	626628	627980	-	1353	61	55	56	109	84	76	81	100	85
YOR156C	NC_001147.6	628360	630540	-	2181	30	24	27	54	30	17	44	64	50
YOR157C	NC_001147.6	630966	631751	-	786	333	220	307	361	272	176	124	169	167
YOR158W	NC_001147.6	632164	633120	+	957	255	182	171	185	217	50	71	97	116
YOR159C	NC_001147.6	633282	633566	-	285	34	21	25	48	58	19	33	24	35
YOR160W	NC_001147.6	633839	636757	+	2919	87	44	63	84	87	44	127	146	147
YOR161C	NC_001147.6	636939	638558	-	1620	72	47	61	66	45	47	305	351	263
YOR161C-C	NC_001147.6	639121	639267	-	147	0	0	0	1	1	1	1	0	0
YOR162C	NC_001147.6	639560	641992	-	2433	69	54	57	139	96	66	72	72	81
YOR163W	NC_001147.6	642741	643307	+	567	81	51	55	126	105	69	69	89	112
YOR164C	NC_001147.6	643394	644332	-	939	41	26	32	127	75	94	82	76	80
YOR165W	NC_001147.6	644566	646896	+	2331	129	86	74	266	137	131	191	228	215
YOR166C	NC_001147.6	647126	648502	-	1377	12	12	6	47	33	19	39	39	46
YOR167C	NC_001147.6	648804	649007	-	204	414	267	248	445	332	232	167	193	224
YOR168W	NC_001147.6	649303	651732	+	2430	45	29	27	135	86	72	142	140	152
YOR171C	NC_001147.6	652010	653884	-	1875	126	72	81	295	178	139	241	297	221
YOR172W	NC_001147.6	654210	656570	+	2361	71	59	61	148	128	94	109	138	123
YOR173W	NC_001147.6	657264	658325	+	1062	588	404	475	202	278	143	430	494	448
YOR174W	NC_001147.6	658747	659601	+	855	36	38	25	54	53	15	26	26	43
YOR175C	NC_001147.6	659815	661674	-	1860	151	102	109	219	179	113	227	244	277
YOR176W	NC_001147.6	662401	663582	+	1182	125	73	90	117	93	76	205	196	195
YNCO0021C	NC_001147.6	663812	663885	-	74	2	1	2	2	2	0	0	0	0
YOR177C	NC_001147.6	665785	667179	-	1395	45	11	15	13	32	3	14	12	20
YOR178C	NC_001147.6	667860	670241	-	2382	2071	1408	1627	917	880	497	927	1060	1007
YOR179C	NC_001147.6	671845	672411	-	567	55	42	54	69	61	29	45	46	56
YOR180C	NC_001147.6	674352	675167	-	816	14	5	2	11	10	5	7	7	13
YOR181W	NC_001147.6	675939	677840	+	1902	63	53	69	24	28	14	28	28	30
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	1518	1171	1227	959	980	267	312	342	494
YOR183W	NC_001147.6	678872	679261	+	390	3	2	5	1	2	1	0	0	2
YOR184W	NC_001147.6	679357	680544	+	1188	165	98	107	319	216	183	132	206	191
YNCO0022C	NC_001147.6	680685	680866	-	182	77	73	102	161	103	242	163	124	140
YOR185C	NC_001147.6	681444	682106	-	663	307	206	255	189	152	90	149	182	183
YOR186W	NC_001147.6	683111	683545	+	435	88	74	77	70	56	54	78	77	88
YOR187W	NC_001147.6	684030	685343	+	1314	966	683	799	1662	1155	1132	513	543	505
YOR188W	NC_001147.6	685767	689180	+	3414	110	82	89	99	107	38	115	126	126
YOR189W	NC_001147.6	689624	689974	+	351	53	27	24	45	42	9	20	23	29
YOR190W	NC_001147.6	690695	692032	+	1338	13	6	14	78	69	47	41	58	56
YOR191W	NC_001147.6	692475	697334	+	4860	244	155	172	354	357	138	426	473	493
YOR192C	NC_001147.6	698768	700567	-	1800	13	13	12	30	27	15	26	19	18
YOR192C-C	NC_001147.6	703988	704224	-	237	0	0	0	0	0	0	0	0	0
YOR192C-B	NC_001147.6	704419	709732	-	5314	0	0	0	0	0	0	0	0	0
YOR192C-A	NC_001147.6	708416	709732	-	1317	0	0	0	0	0	0	0	0	0
YNCO0023W	NC_001147.6	710201	710272	+	72	0	0	0	1	0	1	1	0	0
YOR193W	NC_001147.6	710446	711576	+	1131	102	69	87	108	107	24	66	98	78
YOR194C	NC_001147.6	711683	712543	-	861	308	227	277	211	323	53	116	147	151
YOR195W	NC_001147.6	712866	715331	+	2466	414	271	281	249	607	31	56	73	95
YOR196C	NC_001147.6	715593	716837	-	1245	155	126	123	400	275	210	183	220	192
YOR197W	NC_001147.6	717086	718384	+	1299	137	110	130	228	225	148	98	89	90
YOR198C	NC_001147.6	718653	720065	-	1413	424	268	310	417	474	143	113	115	156
YOR201C	NC_001147.6	720470	721708	-	1239	149	114	135	157	162	79	54	78	96
YOR202W	NC_001147.6	721946	722608	+	663	78	64	81	162	141	103	105	103	90
YOR204W	NC_001147.6	722911	724725	+	1815	549	375	468	488	307	388	521	537	482
YOR205C	NC_001147.6	725564	727234	-	1671	68	33	43	74	82	21	53	98	62
YOR206W	NC_001147.6	727512	729644	+	2133	229	142	147	261	262	74	86	102	107
YOR207C	NC_001147.6	730008	733457	-	3450	76	46	59	267	118	186	170	175	145
YOR208W	NC_001147.6	733925	736177	+	2253	125	102	96	93	93	46	126	136	112
YOR209C	NC_001147.6	736437	737726	-	1290	111	58	63	294	177	121	114	142	135
YOR210W	NC_001147.6	738320	738532	+	213	88	56	43	179	141	59	41	59	70
YOR211C	NC_001147.6	738924	741569	-	2646	198	152	157	205	169	85	121	145	138
YOR212W	NC_001147.6	742910	744181	+	1272	33	14	22	71	53	46	45	44	49
YOR213C	NC_001147.6	744535	745281	-	747	41	10	12	118	72	56	63	58	66
YOR214C	NC_001147.6	745593	746303	-	711	16	13	27	7	7	6	13	6	7
YOR215C	NC_001147.6	746725	747282	-	558	950	709	746	474	607	152	212	314	392
YOR216C	NC_001147.6	747525	748979	-	1455	80	54	50	118	106	16	22	50	50
YOR217W	NC_001147.6	749301	751886	+	2586	68	65	51	119	76	66	80	102	94
YOR219C	NC_001147.6	752214	755009	-	2796	149	98	112	233	198	107	215	212	225
YOR220W	NC_001147.6	755328	756125	+	798	303	194	236	201	259	114	159	204	188
YOR221C	NC_001147.6	756476	757558	-	1083	59	43	47	109	86	37	82	109	96
YOR222W	NC_001147.6	758330	759253	+	924	98	71	83	193	145	123	71	78	67
YNCO0024C	NC_001147.6	759326	759529	-	204	677	798	914	877	801	1403	1037	967	967
YOR223W	NC_001147.6	759782	760660	+	879	54	35	43	31	44	37	84	75	66
YOR224C	NC_001147.6	760825	761265	-	441	81	53	61	161	118	79	60	65	66
YOR226C	NC_001147.6	761614	762084	-	471	40	31	28	159	117	79	46	55	70
YOR227W	NC_001147.6	762825	766565	+	3741	330	214	216	327	247	206	476	473	492
YOR228C	NC_001147.6	766869	767777	-	909	81	65	54	65	47	47	53	45	32
YOR229W	NC_001147.6	768409	769812	+	1404	68	42	62	103	71	43	89	104	72
YOR230W	NC_001147.6	770800	772113	+	1314	311	186	217	209	105	160	419	428	420
YOR231W	NC_001147.6	772601	774127	+	1527	51	41	38	58	83	41	71	66	87
YOR232W	NC_001147.6	774573	775259	+	687	405	274	320	529	418	188	156	210	202
YOR233W	NC_001147.6	775846	778248	+	2403	78	47	46	145	133	67	145	168	169
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	278	120	133	445	391	167	138	171	223
YOR235W	NC_001147.6	779870	780184	+	315	6	5	5	3	3	0	3	2	3
YNCO0025W	NC_001147.6	780107	780596	+	490	2581	1941	1934	5206	5698	12832	3803	3695	4157
YOR236W	NC_001147.6	780906	781541	+	636	80	52	41	132	112	62	69	74	71
YOR237W	NC_001147.6	781994	783298	+	1305	11	2	10	16	16	5	22	13	19
YOR238W	NC_001147.6	783677	784588	+	912	45	22	22	57	61	12	27	39	33
YOR239W	NC_001147.6	784857	786744	+	1888	273	193	223	220	262	73	98	107	105
YOR241W	NC_001147.6	786995	788641	+	1647	67	37	49	171	89	64	78	84	106
YOR242C	NC_001147.6	788742	789857	-	1116	22	14	13	16	28	4	13	13	34
YOR243C	NC_001147.6	790211	792241	-	2031	80	40	52	188	126	59	72	93	77
YOR244W	NC_001147.6	792531	793868	+	1338	202	148	144	175	180	48	76	105	103
YOR245C	NC_001147.6	794076	795332	-	1257	250	189	206	259	244	130	300	365	372
YOR246C	NC_001147.6	795801	796793	-	993	44	27	27	63	62	39	80	67	55
YOR247W	NC_001147.6	797676	798308	+	633	615	364	394	388	315	203	38	33	45
YOR249C	NC_001147.6	798674	800731	-	2058	41	32	34	66	74	29	33	56	58
YOR250C	NC_001147.6	800970	802307	-	1338	23	10	11	59	39	35	32	27	28
YOR251C	NC_001147.6	802550	803464	-	915	32	24	30	76	33	43	63	70	71
YOR252W	NC_001147.6	803667	804203	+	537	69	37	42	99	107	22	42	51	73
YOR253W	NC_001147.6	804377	804907	+	531	48	29	32	66	56	33	31	58	60
YOR254C	NC_001147.6	805032	807023	-	1992	120	59	80	382	259	157	123	125	135
YOR255W	NC_001147.6	807271	808107	+	837	3	4	2	0	0	0	0	0	2
YOR256C	NC_001147.6	808254	810683	-	2430	133	105	110	253	171	144	184	200	171
YOR257W	NC_001147.6	811008	811493	+	486	177	144	189	169	264	55	43	64	62
YOR258W	NC_001147.6	811671	812324	+	654	42	33	33	47	39	8	26	38	39
YOR259C	NC_001147.6	812395	813708	-	1314	429	288	321	479	419	216	205	261	295
YOR260W	NC_001147.6	813984	815720	+	1737	88	62	63	178	131	81	93	119	148
YOR261C	NC_001147.6	815915	816931	-	1017	1712	1339	1388	589	915	223	367	431	506
YOR262W	NC_001147.6	817292	818335	+	1044	172	149	134	181	197	79	126	185	164
YOR264W	NC_001147.6	818866	820158	+	1293	122	69	96	56	46	25	21	29	26
YOR265W	NC_001147.6	820454	820774	+	321	54	41	48	76	64	20	27	54	61
YOR266W	NC_001147.6	821023	822294	+	1272	39	28	35	90	54	23	33	46	59
YOR267C	NC_001147.6	822588	824867	-	2280	972	685	811	272	713	116	660	837	808
YOR268C	NC_001147.6	825534	825932	-	399	2	5	9	1	5	1	2	2	2
YOR269W	NC_001147.6	826385	827869	+	1485	23	26	20	48	21	33	37	42	52
YOR270C	NC_001147.6	828052	830574	-	2523	614	424	427	1233	639	831	1109	1194	1099
YOR271C	NC_001147.6	831059	832042	-	984	117	54	69	97	135	65	75	60	65
YNCO0026W	NC_001147.6	832332	832521	+	190	309	384	546	378	309	697	608	559	477
YOR272W	NC_001147.6	832813	834195	+	1383	55	32	31	103	48	36	36	30	47
YOR273C	NC_001147.6	834452	836431	-	1980	103	51	67	202	148	112	1326	1499	1452
YOR274W	NC_001147.6	837674	838960	+	1287	55	40	45	92	84	51	223	298	318
YOR275C	NC_001147.6	839084	841069	-	1986	91	85	86	151	128	53	159	215	198
YOR276W	NC_001147.6	841333	841818	+	486	125	110	99	291	180	119	106	128	136
YNCO0027C	NC_001147.6	841958	842182	-	225	238	206	212	472	450	667	658	691	632
YNCO0028W	NC_001147.6	842403	842606	+	204	207	305	355	435	301	841	819	641	786
YOR278W	NC_001147.6	842817	843644	+	828	38	24	32	60	43	36	34	42	40
YOR279C	NC_001147.6	843698	844630	-	933	37	17	22	39	47	11	22	36	51
YOR280C	NC_001147.6	844992	845792	-	801	65	46	42	115	69	56	44	58	54
YOR281C	NC_001147.6	846269	847129	-	861	73	67	64	146	133	44	62	70	69
YOR283W	NC_001147.6	847453	848145	+	693	47	35	16	173	100	91	136	163	171
YOR284W	NC_001147.6	848478	849209	+	732	11	12	8	30	21	12	20	32	27
YOR285W	NC_001147.6	849635	850054	+	420	1214	999	1141	433	403	301	282	350	283
YOR286W	NC_001147.6	850280	850729	+	450	201	148	141	251	219	145	109	128	146
YOR287C	NC_001147.6	850937	851839	-	903	42	31	27	47	52	4	17	14	40
YOR288C	NC_001147.6	852121	853077	-	957	103	64	78	136	149	71	29	48	45
YOR289W	NC_001147.6	853357	854112	+	756	114	93	77	142	141	61	171	209	192
YNCO0029C	NC_001147.6	854187	854259	-	73	17	8	10	4	9	0	7	9	9
YOR290C	NC_001147.6	855147	860258	-	5112	462	351	418	178	304	104	298	348	366
YOR291W	NC_001147.6	861175	865593	+	4419	203	159	190	199	166	121	244	263	255
YOR292C	NC_001147.6	865653	866582	-	930	65	37	47	49	49	47	80	101	88
YOR293W	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	501	297	253	973	652	265	194	284	313
YOR293C-A	NC_001147.6	867998	868147	-	150	2	5	1	4	1	0	2	1	1
YOR294W	NC_001147.6	868340	868951	+	612	72	54	54	135	114	54	59	74	52
YOR295W	NC_001147.6	869208	869894	+	687	22	13	9	36	27	11	27	21	28
YOR296W	NC_001147.6	870202	874071	+	3870	58	51	31	116	91	62	92	127	130
YOR297C	NC_001147.6	874743	875321	-	579	24	12	14	45	28	34	20	23	30
YOR298W	NC_001147.6	875599	877038	+	1440	151	120	143	52	74	32	36	73	46
YOR298C-A	NC_001147.6	877230	877685	-	456	3816	2692	2928	1654	2328	968	906	1089	1139
YOR299W	NC_001147.6	878435	880675	+	2241	83	52	59	131	107	78	122	133	140
YOR301W	NC_001147.6	880965	882272	+	1308	9	10	5	15	11	13	11	15	14
YOR302W	NC_001147.6	882765	882842	+	78	186	106	95	158	161	77	150	151	181
YOR303W	NC_001147.6	882899	884134	+	1236	2747	1843	1985	2719	3405	1026	1443	1641	1508
YOR304W	NC_001147.6	884514	887876	+	3363	248	202	209	209	257	45	214	240	233
YOR304C-A	NC_001147.6	888520	888750	-	231	20	17	10	60	27	15	13	20	19
YOR305W	NC_001147.6	889022	889750	+	729	33	24	21	63	76	17	40	32	38
YOR306C	NC_001147.6	889867	891432	-	1566	83	69	51	158	138	97	301	319	301
YOR307C	NC_001147.6	892731	894092	-	1362	112	63	80	147	146	67	170	175	180
YOR308C	NC_001147.6	894624	896387	-	1764	129	71	103	108	201	33	78	105	128
YOR310C	NC_001147.6	896825	898360	-	1536	210	121	128	199	207	82	48	62	70
YOR311C	NC_001147.6	899056	899928	-	873	108	71	88	203	127	129	180	190	155
YOR312C	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	534	336	296	1382	982	467	335	462	457
YOR313C	NC_001147.6	901858	902874	-	1017	19	11	6	24	25	7	3	4	6
YOR314W	NC_001147.6	903043	903372	+	330	14	9	6	10	13	5	2	1	2
YOR315W	NC_001147.6	904760	905800	+	1041	76	41	54	15	21	5	7	13	8
YOR316C	NC_001147.6	906236	907555	-	1320	67	31	47	55	53	38	57	75	71
YOR316C-A	NC_001147.6	907726	907935	-	210	2	1	2	2	2	4	3	3	3
YOR317W	NC_001147.6	909343	911445	+	2103	866	576	643	387	387	238	890	1054	1041
YOR319W	NC_001147.6	912822	913463	+	642	99	65	76	123	140	40	64	85	90
YOR320C	NC_001147.6	913619	915094	-	1476	88	68	63	249	181	123	165	176	190
YOR321W	NC_001147.6	916030	918291	+	2262	104	66	82	106	106	83	106	149	116
YOR322C	NC_001147.6	918606	921062	-	2457	112	81	84	142	132	85	132	146	156
YOR323C	NC_001147.6	921535	922905	-	1371	159	93	95	219	139	134	121	114	134
YOR324C	NC_001147.6	923232	925040	-	1809	58	32	52	82	104	47	100	104	109
YOR326W	NC_001147.6	925721	930445	+	4725	617	408	406	610	595	243	345	457	457
YOR327C	NC_001147.6	930734	931081	-	348	276	213	279	284	442	113	67	76	89
YOR328W	NC_001147.6	931803	936497	+	4695	38	35	50	130	118	108	121	138	129
YOR329C	NC_001147.6	936731	939349	-	2619	132	126	123	99	106	49	86	106	110
YOR330C	NC_001147.6	939621	943385	-	3765	232	145	156	262	322	123	318	389	424
YOR332W	NC_001147.6	943656	944357	+	702	794	539	584	527	590	269	499	624	668
YOR334W	NC_001147.6	944596	946008	+	1413	35	27	18	77	70	29	44	56	53
YOR335C	NC_001147.6	946233	949109	-	2877	213	170	154	595	355	328	401	460	438
YOR336W	NC_001147.6	949773	953870	+	4098	148	108	103	317	227	186	268	290	267
YOR337W	NC_001147.6	954344	956623	+	2280	113	51	42	133	125	79	323	295	282
YOR338W	NC_001147.6	956898	957989	+	1092	217	142	179	163	146	90	173	215	173
YOR339C	NC_001147.6	958362	958832	-	471	5	3	3	5	17	2	12	9	3
YOR340C	NC_001147.6	959202	960182	-	981	32	23	25	54	32	13	14	17	17
YOR341W	NC_001147.6	960987	965981	+	4995	159	90	85	515	223	283	266	325	337
YOR342C	NC_001147.6	966666	967625	-	960	64	31	36	56	82	16	24	29	27
YOR343C	NC_001147.6	968148	968474	-	327	1	2	5	8	4	3	1	6	1
YOR343W-B	NC_001147.6	970578	975891	+	5314	1	0	0	0	0	0	0	1	0
YOR343W-A	NC_001147.6	970578	971894	+	1317	0	0	0	0	0	0	0	0	0
YNCO0030W	NC_001147.6	976421	976493	+	73	1	1	0	2	2	0	3	1	1
YOR344C	NC_001147.6	977194	978069	-	876	236	111	134	445	665	122	675	1007	961
YNCO0031W	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	1	0	0	0	0	1	1	0	1
YOR346W	NC_001147.6	981828	984785	+	2958	67	47	45	43	47	17	71	64	54
YOR347C	NC_001147.6	984942	986462	-	1521	11	13	22	29	30	31	62	69	72
YOR348C	NC_001147.6	986899	988782	-	1884	311	189	246	404	442	333	2005	2089	1666
YOR349W	NC_001147.6	989789	992833	+	3045	69	40	42	100	96	65	211	222	210
YOR350C	NC_001147.6	992864	994855	-	1992	97	70	62	308	327	187	163	211	217
YOR351C	NC_001147.6	995018	996511	-	1494	10	8	7	20	37	18	15	21	9
YOR352W	NC_001147.6	997213	998244	+	1032	51	32	41	91	70	36	48	74	64
YOR353C	NC_001147.6	998453	1000828	-	2376	82	56	67	155	73	62	75	103	109
YOR354C	NC_001147.6	1001147	1003225	-	2079	197	136	129	387	246	148	206	229	196
YOR355W	NC_001147.6	1005137	1006705	+	1569	877	468	453	297	352	102	294	258	262
YOR356W	NC_001147.6	1007221	1009116	+	1896	88	61	61	206	164	119	48	80	66
YOR357C	NC_001147.6	1009224	1009712	-	489	42	42	34	82	81	41	36	44	42
YOR358W	NC_001147.6	1010161	1010889	+	729	25	20	13	25	28	19	25	23	25
YOR359W	NC_001147.6	1011189	1012760	+	1572	25	8	15	31	26	17	13	30	25
YOR360C	NC_001147.6	1013241	1014821	-	1581	104	76	76	188	120	83	248	269	236
YOR361C	NC_001147.6	1015361	1017652	-	2292	144	84	112	206	148	109	90	133	118
YOR362C	NC_001147.6	1017880	1018746	-	867	372	274	272	446	342	228	225	276	268
YOR363C	NC_001147.6	1020222	1023212	-	2991	43	30	22	58	65	39	132	129	131
YOR365C	NC_001147.6	1023461	1025572	-	2112	35	21	25	43	49	12	48	50	56
YOR367W	NC_001147.6	1026007	1026609	+	603	36	22	26	44	42	14	30	36	36
YOR368W	NC_001147.6	1026843	1028048	+	1206	41	30	16	49	56	16	34	42	42
YOR369C	NC_001147.6	1028194	1028625	-	432	1069	669	588	1765	1244	1092	629	689	659
YOR370C	NC_001147.6	1029183	1030994	-	1812	173	135	123	293	237	107	202	210	211
YOR371C	NC_001147.6	1031489	1034182	-	2694	76	41	45	100	108	56	111	138	122
YOR372C	NC_001147.6	1034807	1036471	-	1665	105	71	64	79	88	35	47	61	55
YOR373W	NC_001147.6	1036834	1039389	+	2556	48	36	52	54	46	36	62	69	64
YOR374W	NC_001147.6	1039840	1041399	+	1560	1648	1228	1630	632	440	522	321	326	332
